col0,col1,col2,col3
Thorn Electrical Industries,1928-03-29,private company limited by shares,"EMI, Ltd."
"Kinney National Services, Inc.",1966-01-01,joint-stock company,Elektra Records Corp.
Cevital,1998-01-01,joint-stock company,Mediterranean Float Glass
Formosa Plastics Group,1958-01-01,conglomerate,Formosa Plastics Group Museum
Hanjin,1945-11-01,public company,Wilshire Grand Center
HNA Group,2000-01-01,privately held company,Grand China Air
Tencent,1998-11-12,public company,Tencent QQ
Warner Communications Inc.,1972-02-01,joint-stock company,New York Cosmos
Cofina,1995-01-01,joint-stock company,Record
CJ Group,1953-01-01,joint-stock company,Netmarble
Robert Bosch GmbH,1886-11-15,GmbH,Buderus Aktiengesellschaft
Fujisankei Communications Group,1991-01-01,conglomerate,Pony Canyon
SK Group,1953-01-01,public company,Jeju United FC
GS Group,2005-01-01,public company,FC Seoul
Seagram Company Ltd.,1857-01-01,conglomerate,MCA Inc.
REWE Group,1927-01-01,cooperative,Penny Market
Kumho Asiana Group,1946-01-01,conglomerate,Asiana Airlines
3M,1902-01-01,privately held company,Post-it note
Hanwha,1952-01-01,conglomerate,63 Building
Mitsubishi,1870-01-01,public company,Rockefeller Center
