col0,col1,col2,col3
Wiggle High5 2018,2018-12-31,road bicycle racing,Lisa Brennauer
Rytger 2014,2014-12-31,road bicycle racing,Kelly Markus
Hagens Berman-Supermint 2016,2016-12-31,road bicycle racing,Eri Yonamine
2015 Astana–Acca Due O season,2015-12-31,road bicycle racing,Hanna Solovey
2015 Aromitalia Vaiano season,2015-12-31,road bicycle racing,Rasa Leleivytė
2015 BePink LaClassica season,2015-12-31,road bicycle racing,Anastasia Chulkova
BMS BIRN 2016,2016-12-31,road bicycle racing,Trine Schmidt
Orica-AIS 2016,2016-12-31,road bicycle racing,Sarah Roy
Cervélo-Bigla 2016,2016-12-31,road bicycle racing,Ashleigh Moolman-Pasio
Alé Cipollini 2016,2016-12-31,road bicycle racing,Marta Bastianelli
