col0,col1,col2
University of Malta,Malta,11500
Abkhazian State University,Georgia,3000
University of Nicosia,Republic of Cyprus,5000
Academy of Performing Arts,Czech Republic,1470
Škoda Auto University,Czech Republic,950
Flensburg University of Applied Sciences,Germany,4156
University of Hildesheim,Germany,6048
Frankfurt University of Music and Performing Arts,Germany,862
University of Lübeck,Germany,3345
University of Giessen,Germany,24119
University of Düsseldorf,Germany,33715
EBS University of Business and Law,Germany,2227
Karlsruhe Institute of Technology,Germany,25892
Saratov State University,Russia,29820
Aberystwyth University,United Kingdom,11170
Wageningen University & Research,Netherlands,11278
Academy of Fine Arts Vienna,Austria,1494
University of Basel,Switzerland,12852
Politecnico di Torino,Italy,26000
University of Zielona Góra,Poland,18000
