col0,col1,col2,col3
Gnome et Rhône,automotive industry,France,1915-01-12
Monotrace,automotive industry,France,1924-01-01
Rigal,automotive industry,France,1902-01-01
DFR,automotive industry,France,1921-01-01
De Dion-Bouton,automotive industry,France,1883-01-01
Radior,automotive industry,France,1904-01-01
New-Map,automotive industry,France,1920-01-01
Mochet,automotive industry,France,1924-01-01
Cottereau vehicles,automotive industry,France,1891-01-01
Hurtu,automotive industry,France,1895-01-01
Burgers-Eerste Nederlandsche Rijwielfabriek,automobile manufacturer,Netherlands,1869-01-01
Laverda,automotive industry,Italy,1949-01-01
Vyrus,automotive industry,Italy,2001-01-01
Moretti Motor Company,automotive industry,Italy,1926-01-01
