col0,col1,col2,col3
Lubiąż Abbey,Roman Catholic Archdiocese of Wrocław,1810-01-01,1175-01-01
Zisterzienserabtei Raitenhaslach,Roman Catholic Diocese of Passau,1803-01-01,1143-01-01
"St Mary's Abbey, York",Archdiocese of York,1539-01-01,1088-01-01
Abbey of St. Victor,Roman Catholic Archdiocese of Paris,1790-01-01,1113-01-01
Mortemer Abbey,Roman Catholic Diocese of Évreux,1791-01-01,1101-01-01
Abbazia di Santa Maria del Sagittario,Roman Catholic Diocese of Tursi-Lagonegro,1807-01-01,1152-01-01
Norton Priory,Diocese of Lichfield,1536-01-01,1101-01-01
abbey of Saint-Denis,Roman Catholic Diocese of Saint-Denis,1790-01-01,0450-01-01
Abbey Avenay,Roman Catholic Archdiocese of Reims,1791-01-01,0660-01-01
Lobbes Abbey,Roman Catholic Diocese of Liège,1794-01-01,1794-01-01
