col0,col1,col2,col3,col4
London Borough of Barking and Dagenham,Barking and Dagenham London Borough Council,council of Barking and Dagenham London Borough Council,cabinet of Barking and Dagenham borough council,Darren Rodwell
London Borough of Harrow,Harrow London Borough Council,council of Harrow London Borough Council,cabinet of Harrow borough council,Graham Henson
London Borough of Sutton,Sutton London Borough Council,council of Sutton London Borough Council,executive of Sutton borough council,Ruth Dombey
London Borough of Bexley,Bexley London Borough Council,council of Bexley London Borough Council,cabinet of Bexley borough council,Teresa O'Neill
Royal Borough of Kensington and Chelsea,Kensington and Chelsea London Borough Council,council of Kensington and Chelsea London Borough Council,leadership team of Kensington and Chelsea borough council,Elizabeth Campbell
City of Westminster,Westminster City Council,council of Westminster City Council,cabinet of City of Westminster borough council,Nickie Aiken
London Borough of Richmond upon Thames,Richmond upon Thames London Borough Council,council of Richmond upon Thames London Borough Council,cabinet of Richmond borough council,Gareth Roberts
London Borough of Merton,Merton London Borough Council,council of Merton London Borough Council,cabinet of Merton borough council,Stephen Alambritis
London Borough of Hammersmith and Fulham,Hammersmith and Fulham London Borough Council,council of Hammersmith and Fulham London Borough Council,cabinet of Hammersmith and Fulham borough council,Stephen Cowan
London Borough of Barnet,Barnet London Borough Council,council of Barnet London Borough Council,cabinet of Barnet borough council,Richard Cornelius
London Borough of Croydon,Croydon London Borough Council,council of Croydon London Borough Council,cabinet of Croydon borough council,Tony Newman
London Borough of Ealing,Ealing London Borough Council,council of Ealing London Borough Council,cabinet of Ealing borough council,Julian Bell
London Borough of Enfield,Enfield London Borough Council,council of Enfield London Borough Council,cabinet of Enfield borough council,Nesil Caliskan
London Borough of Bromley,Bromley London Borough Council,council of Bromley London Borough Council,executive of Bromley borough council,Colin Smith
London Borough of Brent,Brent London Borough Council,council of Brent London Borough Council,cabinet of Brent borough council,Muhammed Butt
London Borough of Wandsworth,Wandsworth London Borough Council,council of Wandsworth London Borough Council,cabinet of Wandsworth borough council,Piers McCausland
London Borough of Southwark,Southwark London Borough Council,council of Southwark London Borough Council,cabinet of Southwark borough council,Peter John
London Borough of Hillingdon,Hillingdon London Borough Council,council of Hillingdon London Borough Council,cabinet of Hillingdon borough council,Raymond Puddifoot
Royal Borough of Greenwich,Greenwich London Borough Council,council of Greenwich London Borough Council,cabinet of Greenwich borough council,Danny Thorpe
London Borough of Waltham Forest,Waltham Forest London Borough Council,council of Waltham Forest London Borough Council,cabinet of Waltham Forest borough council,Clare Coghill
