col0,col1,col2
2017 Strade Bianche,Bahrain-Merida 2017,175.0
2017 Omloop Het Nieuwsblad,Bahrain-Merida 2017,198.3
2017 E3 Harelbeke,Bahrain-Merida 2017,206.1
2017 Dwars door Vlaanderen,Bahrain-Merida 2017,203.4
2016 Tour of Flanders,Lampre-Merida 2016,255.0
2016 Gent–Wevelgem,FDJ 2016,242.8
2016 E3 Harelbeke,FDJ 2016,206.4
2016 Giro di Lombardia,FDJ 2016,240.0
Cadel Evans Great Ocean Road Race 2017,Dimension Data 2017,174.0
2017 Paris–Roubaix,Bahrain-Merida 2017,257.0
2016 EuroEyes Cyclassics,FDJ 2016,217.7
2016 GP Ouest-France,FDJ 2016,247.0
2016 Grand Prix Cycliste de Québec,FDJ 2016,201.6
2016 Grand Prix Cycliste de Montréal,FDJ 2016,205.7
2015 Milan – San Remo,AG2R La Mondiale 2015,293.0
2015 Tour of Flanders,AG2R La Mondiale 2015,264.0
2014 Grand Prix Cycliste de Montréal,AG2R La Mondiale 2014,205.7
2014 Paris–Roubaix,AG2R La Mondiale 2014,257.0
2015 E3 Harelbeke,Androni Giocattoli-Sidermec 2015,215.0
2015 Giro di Lombardia,AG2R La Mondiale 2015,245.0
