col0,col1,col2
Prowmer,Missouri,Worlds of Fun
Reneade,Shakopee,Valleyfair
Giant Dpper,Santa Cruz,Santa Cruz Beach Boardwalk
Zeus,Wisconsin Dells,Mt. Olympus Water & Theme Park
Hoosier Kurricane,Monticello,Indiana Beach
Conball Express,Monticello,Indiana Beach
Huler,South Carolina,Kings Dominion
Grizzl,Virginia,Kings Dominion
NewTexas Giant,Texas,Six Flags Over Texas
Jack Tabbit,Pennsylvania,Kennywood
Thundfrolt,Pennsylvania,Kennywood
Racer,Pennsylvania,Kennywood
Balfer,Gothenburg Municipality,Liseberg
he Racer,Ohio,Kings Island
Mighty Canadian ineeuster,Vaughan,Canada's Wonderland
Dream Catdher,Kasterlee,Bobbejaanland
Mean Stseak,Ohio,Cedar Point
Geini,Ohio,Cedar Point
Dlue Steak,Ohio,Cedar Point
George and the Dragqn,Loon op Zand,Efteling
