col0,col1,col2,col3,col4
2006 Vrienden van het Platteland season,2007 Vrienden van het Platteland season,2006-12-31,Vrienden Van Het Platteland 2005,women's sports
China Chongming-Liv-Champion System 2016,China Chongming-Liv 2017,2016-12-31,China Chongming-Liv-Champion System 2015,women's sports
UnitedHealthcare Women's 2016,UnitedHealthcare Women's 2017,2016-12-31,UnitedHealthcare Women's 2015,women's sports
Inpa-Bianchi 2016,Giusfredi-Bianchi 2017,2016-12-31,Inpa Sottoli Giusfredi 2015,women's sports
2015 Aromitalia Vaiano season,Aromitalia Vaiano 2016,2015-12-31,Vaiano Fondriest 2014,women's sports
Tibco-Silicon Valley Bank 2016,Tibco-Silicon Valley Bank 2017,2016-12-31,Tibco-SVB 2015,women's sports
2008 Team Flexpoint season,Team Flexpoint 2009,2008-12-31,Team Flexpoint 2007,women's sports
2008 AA-Drink Cycling Team season,Leontien.nl 2009,2008-12-31,AA Drink-Cycling Team 2007,women's sports
Lensworld-Zannata 2016,Lensworld-Kuota 2017,2016-12-31,Lensworld-Zannata 2015,women's sports
BMS BIRN 2016,Virtu Cycling Women 2017,2016-12-31,BMS BIRN 2015,women's sports
Bigla 2015,Cervélo-Bigla 2016,2015-12-31,Bigla 2014,women's sports
Farm Frites - Hartol 2000,Farm Frites - Hartol 2001,2000-12-31,Farm Frites - Hartol 1999,women's sports
