col0,col1,col2
Verkehrsbetriebe Grafschaft Hoya,Germany,1435 mm track gauge
Corris Railway,United Kingdom,two-foot three-inch gauge
Victorian Railways,Australia,5 ft 3 in gauge
Westerwaldbahn GmbH,Germany,1435 mm track gauge
Dampfbahn Fränkische Schweiz,Germany,1435 mm track gauge
Missouri Pacific Railroad,United States of America,1435 mm track gauge
Alaska Railroad,United States of America,1435 mm track gauge
Pennsylvania Railroad,United States of America,1435 mm track gauge
"Delaware, Lackawanna and Western Railroad",United States of America,1435 mm track gauge
Council City and Solomon River Railroad,United States of America,1435 mm track gauge
Wabash Railroad,United States of America,1435 mm track gauge
Illinois Central Railroad,United States of America,1435 mm track gauge
"Chicago, Burlington and Quincy Railroad",United States of America,1435 mm track gauge
Chesapeake and Ohio Railway,United States of America,1435 mm track gauge
Central Railroad of New Jersey,United States of America,1435 mm track gauge
Renfe Feve,Spain,1000 mm track gauge
Serveis Ferroviaris de Mallorca,Spain,1000 mm track gauge
Manx Electric Railway,United Kingdom,three-foot gauge
Mawddwy Railway,United Kingdom,1435 mm track gauge
