col0,col1,col2,col3
Hochschule Düsseldorf,8532,European University Association,Düsseldorf
Hochschule Hannover,10040,German Rectors' Conference,Hanover
Heilbronn University,7917,German Rectors' Conference,Heilbronn
Berlin School of Economics and Law,10271,European University Association,Berlin
Beuth University of Applied Sciences Berlin,12817,European University Association,Mitte
Hochschule Wismar,7379,German Rectors' Conference,Wismar
University of Applied Sciences Wedel,957,Informationsdienst Wissenschaft e.V.,Wedel
Westsächsische Hochschule Zwickau - University of Applied Sciences,4880,German Rectors' Conference,Zwickau
University of Applied Sciences Trier,7321,European University Association,Trier
Pforzheim Academy,6000,German Rectors' Conference,Pforzheim
Regensburg University of Applied Sciences,11000,European University Association,Regensburg
YMCA University of Applied Sciences,297,Deutsche Gesellschaft für Soziale Arbeit,Kassel
Protestant University for Applied Sciences Freiburg,896,German Rectors' Conference,Freiburg im Breisgau
Augsburg University of Applied Sciences,5895,European University Association,Augsburg
