col0,col1,col2
Roman Catholic Diocese of Kottapuram,Joseph Karikkassery,Ecclesiastical Province of Verapoly
Roman Catholic Diocese of Kumbakonam,Francis Antonysamy,Ecclesiastical Province of Pondicherry and Cuddalore
Roman Catholic Diocese of Kottar,Nazarene Soosai,Ecclesiastical Province of Madurai
Roman Catholic Diocese of Krishnagar,Joseph Suren Gomes,Ecclesiastical Province of Calcutta
Roman Catholic Diocese of Legnica,Zbigniew Kiernikowski,Ecclesiastical province of Wrocław
Diocese of Legazpi,Joel Z. Baylon,Archdiocese of Caceres
Roman Catholic Diocese of Baruipur,Salvadore Lobo,Ecclesiastical Province of Calcutta
Roman Catholic Diocese of Asansol,Cyprian Monis,Ecclesiastical Province of Calcutta
Roman Catholic Diocese of Belgaum,Derek Fernandes,Ecclesiastical Province of Bangalore
Roman Catholic Diocese of Sultanpet,Peter Abir Antonisamy,Ecclesiastical Province of Verapoly
Roman Catholic Diocese of Kuzhithurai,Jerome Dhas Varuvel,Ecclesiastical Province of Madurai
Roman Catholic Diocese of Kannur,Alex Joseph Vadakumthala,Ecclesiastical Province of Verapoly
Roman Catholic Diocese of Itanagar,John Thomas Kattrukudiyil,Ecclesiastical Province of Guwahati
Roman Catholic Diocese of Jammu–Srinagar,Ivan Pereira Bishop Of Jammu Drinagar Diocese,Ecclesiastical Province of Delhi
Roman Catholic Diocese of Jalandhar,Franco Mulakkal,Ecclesiastical Province of Delhi
Roman Catholic Diocese of Aizawl,Stephen Rotluanga,Ecclesiastical Province of Shillong
Roman Catholic Diocese of Chingleput,Anthonisamy Neethinathan,Ecclesiastical Province of Madras and Mylapore
Roman Catholic Diocese of Basse-Terre,Jean-Yves Riocreux,Ecclesiastical province of Antilles and Guyane
Roman Catholic Diocese of Versailles,Éric Aumonier,Roman Catholic Archdiocese of Paris
Roman Catholic Diocese of Gumla,Paul Alois Lakra,Ecclesiastical Province of Ranchi
