col0,col1,col2,col3
Departmental archives of Eure-et-Loir,France,departmental council of Eure-et-Loir,Mainvilliers
Departmental archives of Pas-de-Calais,France,departmental council of Pas-de-Calais,Dainville
Departmental archives of Var,France,departmental council of Var,Draguignan
Departmental archives of Vendée,France,departmental council of Vendée,La Roche-sur-Yon
Departmental archives of Ariège,France,departmental council of Ariège,Foix
Departmental archives of Tarn-et-Garonne,France,departmental council of Tarn-et-Garonne,Montauban
Departmental archives of Charente,France,departmental council of Charente,Angoulême
Departmental archives of Gard,France,departmental council of Gard,Nîmes
Departmental archives of Somme,France,departmental council of Somme,Amiens
Departmental archives of Calvados,France,departmental council of Calvados,Caen
Departmental archives of Seine-Maritime,France,departmental council of Seine-Maritime,Rouen
Departmental archives of Côtes-d'Armor,France,departmental council of Côtes-d'Armor,Saint-Brieuc
Departmental archives of Bouches-du-Rhône,France,departmental council of Bouches-du-Rhône,Marseille
Departmental archives of Maine-et-Loire,France,departmental council of Maine-et-Loire,Maine-et-Loire
