col0,col1,col2
Meanwood Church of England Primary School,Grade II listed building,Leeds
Chapel Allerton Primary School,Grade II listed building,Leeds
Harewood Church of England Voluntary Controlled Primary School,Grade II listed building,Leeds
Trinity Primary Academy,Grade II listed building,London Borough of Haringey
Gillespie Primary School,Grade II listed building,London Borough of Islington
St Mary Abbots CofE Primary School,Grade II listed building,Royal Borough of Kensington and Chelsea
Kenmont Primary School,Grade II listed building,London Borough of Hammersmith and Fulham
Waldschule,Kulturdenkmal,Flensburg
Goetheschule (Offenbach am Main),Kulturdenkmal,Offenbach am Main
Greenwood Elementary School,place listed on the National Register of Historic Places,Indiana
Warwick East State School,listed on the Queensland Heritage Register,Queensland
Warwick Central State School,listed on the Queensland Heritage Register,Queensland
Lansbury Lawrence Primary School,Grade II listed building,London Borough of Tower Hamlets
Katharina-Heinroth-Grundschule,architectural heritage monument,Charlottenburg-Wilmersdorf
