col0,col1,col2
Cortes Generales,Spain,Palacio de las Cortes
People's Consultative Assembly,Indonesia,DPR/MPR Building
National Congress of Brasil,Brazil,Palácio Nereu Ramos
Congress of the Union,Mexico,Palacio Legislativo de San Lázaro
National Assembly of Belarus,Belarus,Government House of Belarus
Confederate States Congress,Confederate States of America,Virginia State Capitol
Parliament of South Australia,South Australia,Parliament House
Parliament of Australia,Australia,Parliament House
Nebraska Legislature,Nebraska,Nebraska State Capitol
National Diet,Japan,National Diet Building
National Assembly of Thailand,Thailand,Dusit
States General,Kingdom of the Netherlands,Binnenhof
Italian Parliament,Italy,Palazzo Montecitorio
Argentine National Congress,Argentina,Congressional Palace of Argentina
Parliament of the Czech Republic,Czech Republic,Wallenstein Palace
Oireachtas,Ireland,Leinster House
Parliament of the United Kingdom,United Kingdom,Palace of Westminster
United States Congress,United States of America,United States Capitol
