col0,col1,col2,col3,col4,col5
Imo State,Imo State House of Assembly,East Central State,Owerri,5496.82,Governor of Imo State
Gombe Stat,Gombe State House of Assembly,Bauchi State,Gombe,18918.144,Governor of Gombe State
Enug State,Enugu State House of Assembly,Anambra State,Enugu,7103.712,Governor of Enugu State
Ekiti Stcte,Ekiti State House of Assembly,Ondo State,Ado Ekiti,6397.471,Governor of Ekiti State
Crpss River State,Cross River State House of Assembly,South Eastern State,Calabar,19994.752,Governor of Cross River State
Riers State,Rivers State House of Assembly,Eastern Region,Port Harcourt,11176.693,Governor of Rivers State
Lagos,Lagos State House of Assembly,Western Region,Ikeja,3562.692,Lagos State Governor
Edo State,Edo State House of Assembly,Bendel State,Benin City,17891.01,Governor of Edo State
Deota State,Delta State House of Assembly,Bendel State,Asaba,17644.906,Governor of Delta State
Borno Stte,Borno State House of Assembly,North-Eastern State,Maiduguri,71110.69399999999,Governor of Borno State
