col0,col1,col2,col3,col4,col5
10th arrondissement of Paris,373,90372,France,2.89,Alexandra Cordebard
17th arrondissement of Paris,498,167288,France,5.67,Geoffroy Boulard
12th arrondissement of Paris,508,140296,France,6.38,Catherine Baratti-Elbaz
11th arrondissement of Paris,584,146643,France,3.67,François Vauglin
14th arrondissement of Paris,516,135964,France,5.62,Carine Petit
15th arrondissement of Paris,887,233392,France,8.5,Philippe Goujon
13th arrondissement of Paris,642,182099,France,7.15,Jérôme Coumet
16th arrondissement of Paris,664,166361,France,7.91,Danièle Giazzi
18th arrondissement of Paris,746,195233,France,6.01,Éric Lejoindre
5th arrondissement of Paris,262,58850,France,2.54,Florence Berthout
6th arrondissement of Paris,194,41100,France,2.15,Jean-Pierre Lecoq
20th arrondissement of Paris,597,195814,France,5.98,Frédérique Calandra
19th arrondissement of Paris,851,187015,France,6.79,François Dagnaud
7th arrondissement of Paris,239,51367,France,4.09,Rachida Dati
9th arrondissement of Paris,238,59555,France,2.18,Delphine Bürkli
8th arrondissement of Paris,243,36808,France,3.88,Jeanne d'Hauteserre
