col0,col1,col2
IRTRacg 2015,IRT Racing,IRT Racing
Euskdi Basque Country-Murias 2016,Euskadi Basque Country-Murias,Euskadi Basque Country-Murias
Funvic Brasiinvest-São Josì dos Campos 2014,Funvic Brasilinvest-São José dos Campos,Funvic Brasilinvest-São José dos Campos
Knyan Riders Downunder 2016,Kenyan Riders Downunder,Kenyan Riders Downunder
Nankang Dynave 2015,Nankang-Dynatek,Nankang-Dynatek
Revr-Jartazi 2009,Revor-Jartazi,Revor-Jartazi
Utensllnord 2015,Szuper Beton,Szuper Beton
Action 3015,Action Cycling Team,Action Cycling Team
AD Sparta Praha 2014,AC Sparta Praha Cycling,AC Sparta Praha Cycling
Parkhotel#Valkenburg 2016,Parkhotel Valkenburg,Monkey Town Continental
Heizoma 2012,Heizomat,Heizomat
Svnweb-Revor 2012,Marlux-Bingoal,Marlux-Bingoal
Raiko Stönting 2012,Stölting Service Group,Stölting Service Group
LKT Brandenburg 012,LKT Brandenburg,LKT Brandenburg
