col0,col1,col2,col3
The Effect of Neuraxial Analgesia on Maternal Breastfeeding,2010-01-01,pain,Northwestern University
Transversus Abdominis Plane,2010-03-01,pain,Northwestern University
Pre Operative Transversus Abdominis Plane Block Laparoscopic Gynecological Surgery,2010-08-01,pain,Northwestern University
The Effect of Pre-Operative Transversus Abdominis Plane,2010-03-01,pain,Northwestern University
"Ketamine Effect After Laparoscopic Gastric Reduction: A Randomized, Double-Blinded, Placebo Controlled Study",2013-11-01,obesity,Northwestern University
The Effect of Pre-Operative Transversus Abdominis Plane,2010-03-01,obesity,Northwestern University
Pemetrexed Disodium in the Cerebrospinal Fluid of Patients With Leptomeningeal Metastases,2007-01-01,Scotland,Northwestern University
Treatment of Refractory,2007-01-01,Allogenic succession,University of Salamanca
Eluna Family / Sentus BP Master Study,2014-02-01,bradycardia,Biotronik SE & Co. KG
A Study of Oral Vismodegib in Combination With Pirfenidone in Participants With Idiopathic Pulmonary Fibrosis,2016-01-15,vismodegib,Hoffmann-La Roche
"Executive Function Training in Childhood Obesity: Food Choice, Quality of Life and Brain Connectivity",2018-02-02,cognitive training,University of Barcelona
School-based Behavioural Intervention to Face Obesity and Promote Cardiovascular Health Among Spanish Adolescents,2017-06-01,obesity,University of Barcelona
Trial of Oral Glutamine on Mitochondrial Function in CKD,2015-07-01,end stage renal failure,University of Washington
Motivation Matters Study,2016-01-01,Mobile messaging operator,University of Washington
