col0,col1,col2,col3,col4,col5
KS Szarotka Nowy Targ,Poland,1998-01-01,floorball,Nowy Targ,Nowy Targ
Cēsu Alus \ Lekrings,Latvia,1992-01-01,floorball,Cēsis,Cēsis
Chur Unihockey,Switzerland,2004-01-01,floorball,Chur,Chur
Storvreta IBK,Sweden,1989-01-01,floorball,Uppsala Municipality,Uppsala Municipality
SC Classic,Finland,1990-01-01,floorball,Tampere,Tampere
KAC Floorball,Austria,2002-09-24,floorball,Carinthia,Carinthia
SK Freidig,Norway,1903-01-01,association football,Trondheim,Trondheim
Gävle Godtemplares IK,Sweden,1906-01-01,association football,Gävle,Gävle
IBK Dalen,Sweden,1990-01-01,floorball,Umeå,Umeå
IBF Älvstranden,Sweden,1996-01-01,floorball,Gothenburg,Gothenburg
UHC Waldkirch-St. Gallen,Switzerland,1997-01-01,floorball,Canton of St. Gallen,Canton of St. Gallen
UHC Sulz-Rickenbach,Switzerland,1984-01-01,floorball,canton of Zürich,canton of Zürich
SV Wiler-Ersigen,Switzerland,1984-01-01,floorball,canton of Bern,canton of Bern
Unihockey Tigers,Switzerland,1984-01-01,floorball,canton of Bern,canton of Bern
SK Latvijas Avīze,Latvia,1994-01-01,floorball,Riga,Riga
SSV Helsinki,Finland,1986-01-01,floorball,Helsinki,Helsinki
Eimsbütteler TV,Germany,1889-01-01,athletics,Eimsbüttel,Eimsbüttel
Vålerengens IF,Norway,1913-01-01,association football,Oslo,Oslo
UHC Winterthur United,Switzerland,1996-01-01,floorball,Winterthur,canton of Zürich
FBC Engelholm,Sweden,1989-01-01,floorball,Ängelholm,Ängelholm
