col0,col1,col2,col3
Authors' Licensing and Collecting Society,writing,business,Confederation of Societies of Authors and Composers
GVL,music industry,business,Deutscher Musikrat
IVARO,architecture,copyright collective,Confederation of Societies of Authors and Composers
Hungart,visual arts,copyright collective,Confederation of Societies of Authors and Composers
GESTOR,photography,copyright collective,Confederation of Societies of Authors and Composers
Copydan Visual,visual arts,copyright collective,Confederation of Societies of Authors and Composers
Billedkunst Opphavsrett I Norge,photography,copyright collective,Confederation of Societies of Authors and Composers
ACUM,royalties,copyright collective,BIEM
Kuvasto,visual arts,copyright collective,Confederation of Societies of Authors and Composers
VEGAP,visual arts,copyright collective,Confederation of Societies of Authors and Composers
Authors' Licensing and Collecting Society,writing,copyright collective,Confederation of Societies of Authors and Composers
Société des Auteurs des art visuels et de l'Image Fixe,photography,copyright collective,Confederation of Societies of Authors and Composers
Société des auteurs dans les arts graphiques et plastiques,photography,copyright collective,Confederation of Societies of Authors and Composers
Verwertungsgesellschaft Bild-Kunst,copyright,copyright collective,Confederation of Societies of Authors and Composers
Bildrecht,copyright,copyright collective,Confederation of Societies of Authors and Composers
