col0,col1,col2,col3,col4
Pallokerho-35,association football,Helsinki,1978-01-01,Naisten Liiga
FC Fleury 91,association football,Fleury-Mérogis,2003-01-01,Division 1 Féminine
Sporting CP (Women's Football),association football,Lisbon,1991-01-01,Campeonato Nacional de Futebol Feminino
Odense Q,association football,Odense Municipality,2016-01-01,Elitedivisionen
Oviedo Moderno CF,association football,Oviedo,1980-01-01,Segunda División
ŽFK Crvena zvezda,association football,Belgrade,2011-01-01,Prva ženska liga
Toulouse FC,association football,Toulouse,1980-01-01,Division 2 Féminine
Oratório Recreativo Clube,association football,Macapá,1969-08-15,Campeonato Amapaense
Swansea City Ladies F.C.,association football,Swansea,2002-01-01,Welsh Premier Women's Football League
Vålerenga Fotball Damer,association football,Oslo,1913-01-01,Toppserien
Pallokissat,association football,Kuopio,2007-01-01,Naisten Liiga
Górnik Łęczna,association football,Gmina Łęczna,2002-01-01,Ekstraliga Kobiet
Reading F.C. Women,association football,Reading,2006-01-01,FA WSL
West Ham United F.C. Women,association football,London,1991-01-01,FA WSL
Real Betis Féminas,association football,Seville,2011-01-01,Segunda División
Sevilla FC,association football,Seville,2008-01-01,Segunda División
Leicester City W.F.C.,association football,Quorn,2004-01-01,FA Women's Premier League Northern Division
Konak Belediyespor,association football,İzmir,2006-01-01,Turkish Women's First Football League
FC Südburgenland,association football,Oberwart,2002-01-01,ÖFB-Frauenliga
Real Sociedad,association football,Donostia-San Sebastian,2004-01-01,Primera División
