col0,col1,col2
Vigo County Home for Dependent Children,Lost Creek Township,place listed on the National Register of Historic Places
Central Children's Home of North Carolina,Oxford,place listed on the National Register of Historic Places
Junior Order United American Mechanics National Orphans Home,Davidson County,place listed on the National Register of Historic Places
Kearns-St. Ann's Orphanage,South Salt Lake,place listed on the National Register of Historic Places
Shiloh Orphanage,Augusta,place listed on the National Register of Historic Places
Galveston Orphans Home,Galveston,place listed on the National Register of Historic Places
Andrew Drumm Institute,Jackson County,place listed on the National Register of Historic Places
Holy Family Orphanage,Marquette,place listed on the National Register of Historic Places
Iowa Soldiers' Orphans' Home,Iowa,place listed on the National Register of Historic Places
St. Joseph's Orphanage,Massachusetts,place listed on the National Register of Historic Places
Home for Destitute Jewish Children,Boston,place listed on the National Register of Historic Places
Francke Foundations,Halle (Saale),Tentative World Heritage Site
"St Joseph Seminary, Mark Cross",Rotherfield,Grade II listed building
Ancien orphelinat Saint-Joseph,Joliette,recognized heritage immovable
Governate orphanage,Perm,cultural heritage site in Russia
Mount Saint Mary's Convent and Academy,California,California Historical Landmark
Cité de l'Enfance (Marcinelle),Marcinelle,protected heritage monument in Wallonia
Zweite Gruft,Währing,Denkmalgeschütztes Objekt
Lyts-Botniahûs,Waadhoeke,Rijksmonument
