col0,col1,col2,col3,col4
Minnesota State Colleges and Universities System,1995-01-01,United States of America,Saint Paul,Hennepin Technical College
Nevada System of Higher Education,1968-01-01,United States of America,Nevada,Desert Research Institute
Minnesota State Colleges and Universities System,1995-01-01,United States of America,Saint Paul,Dakota County Technical College
Nevada System of Higher Education,1968-01-01,United States of America,Nevada,College of Southern Nevada
Minnesota State Colleges and Universities System,1995-01-01,United States of America,Saint Paul,Winona State University
Nevada System of Higher Education,1968-01-01,United States of America,Nevada,"University of Nevada, Las Vegas"
Minnesota State Colleges and Universities System,1995-01-01,United States of America,Saint Paul,"Minnesota State University, Mankato"
University of California,1868-01-01,United States of America,Oakland,"University of California, Merced"
Nevada System of Higher Education,1968-01-01,United States of America,Nevada,Nevada State College
Southern Illinois University,1869-01-01,United States of America,Carbondale,Southern Illinois University Carbondale
University of Alaska System,1917-01-01,United States of America,Fairbanks,University of Alaska Anchorage
Nevada System of Higher Education,1968-01-01,United States of America,Nevada,"University of Nevada, Reno"
Minnesota State Colleges and Universities System,1995-01-01,United States of America,Saint Paul,St. Cloud State University
University of California,1868-01-01,United States of America,Oakland,"University of California, Irvine"
