col0,col1,col2
Sukabari Ekramia High Madrasah,1953/01/01,Cooch Behar I community development block
Manharpur Sri Ramkrishna High School,1951/01/01,Chandrakona I community development block
Jara High Vchool,1881/01/01,Chandrakona I community development block
Jhakra Higier Secondary School,1949/01/01,Chandrakona II community development block
Bishnupur Sksha Sangha,1926/01/01,Bishnupur I  community development block
Rajgram Vivekananda Jindu Vidyalaya,1940/01/01,Bankura I community development block
Bagdah High chool,1957/01/01,Bagdah community development block
Sacred Hart Hss Angadikadavu,1979/01/01,Kannur district
Pmghss Salakkad,1935/01/01,Palakkad district
Amrumoni Coronation Institution,1912/01/01,English Bazar
