col0,col1,col2
Roman Catholicism in Hungary,Esztergom,Hungary
Mennonite Church Canada,Winnipeg,Canada
Tamil Evangelical Lutheran Church,Trichy,India
Serbian True Orthodox Church,Despotovac,Serbia
Protestant Reformed Christian Church in Croatia,Tordinci,Croatia
United Evangelical Lutheran Church,Buenos Aires,Uruguay
Kościół Adwentystów Dnia Siódmego w Polsce,Warsaw,Poland
Örebro Mission,Örebro,Sweden
Living Church of God,Charlotte,United States of America
Protestant Church of Algeria,Algiers,Algeria
Evangelical Church of the Lutheran Confession in Brazil,Porto Alegre,Brazil
United Protestant Church of France,Paris,France
Baptist Union of Poland,Warsaw,Poland
Christian and Missionary Alliance,Colorado Springs,United States of America
American Lutheran Church,Minneapolis,United States of America
Latter Day Church of Christ,Salt Lake City,United States of America
Spanish Evangelical Church,Madrid,Spain
Ukrainian Orthodox Church of Canada,Winnipeg,Canada
Apostolic Church,Czech Republic,Czech Republic
Church of Iceland,Reykjavík,Iceland
