col0,col1,col2,col3,col4
Ministry of Finance of the People's Republic of China,People's Republic of China,State Council of the People's Republic of China,"China State Railway Group Co.,Ltd.",finance ministry
Ministry of Water Resources of the People's Republic of China,People's Republic of China,State Council of the People's Republic of China,Huai River Water Resources Commission,ministry of water resources
Ministry of Industry and Information Technology of the People's Republic of China,People's Republic of China,State Council of the People's Republic of China,China Atomic Energy Authority,ministry of Industry
Ministry of Science and Technology of the People's Republic of China,People's Republic of China,State Council of the People's Republic of China,National Natural Science Foundation of China,ministry of science and technology
Ministry of Foreign Affairs of the People's Republic of China,People's Republic of China,State Council of the People's Republic of China,Office of the Commissioner of the Ministry of Foreign Affairs of the People's Republic of China in the Hong Kong Special Administrative Region,ministry of the State Council
Ministry of State Security of the People's Republic of China,People's Republic of China,State Council of the People's Republic of China,University of International Relations,ministry of the State Council
Ministry of Agriculture of the People's Republic of China,People's Republic of China,State Council of the People's Republic of China,Chinese Academy of Fishery Sciences,ministry of the State Council
Ministry of Education of the People's Republic of China,People's Republic of China,State Council of the People's Republic of China,Central Academy of Fine Arts,ministry of the State Council
Ministry of Railways,People's Republic of China,State Council of the People's Republic of China,China Railway Engineering Corporation,ministry of the State Council
Ministry of Industry and Information Technology of the People's Republic of China,People's Republic of China,State Council of the People's Republic of China,China Atomic Energy Authority,ministry of the State Council
Ministry of Water Resources of the People's Republic of China,People's Republic of China,State Council of the People's Republic of China,Huai River Water Resources Commission,ministry of the State Council
Ministry of Science and Technology of the People's Republic of China,People's Republic of China,State Council of the People's Republic of China,National Natural Science Foundation of China,ministry of the State Council
