col0,col1,col2
Hilton Sorrento Palace,VISA credit card,Hilton Worldwide
Conrad Seoul,VISA credit card,Hilton Worldwide
Hilton Garden Inn Frankfurt Airport,VISA credit card,Hilton Worldwide
Hilton Frankfurt Airport,VISA credit card,Hilton Worldwide
"Grand Hotel Villa Torretta Milan Sesto, Curio Collection by Hilton",VISA credit card,Hilton Worldwide
Hilton Stockholm Slussen,VISA credit card,Hilton Worldwide
Hilton Nairobi,VISA credit card,Hilton Worldwide
Hilton Gdańsk,VISA credit card,Hilton Worldwide
Hilton Tel Aviv,VISA credit card,Hilton Worldwide
Hilton Glasgow,VISA credit card,Hilton Worldwide
Hilton Paris Opera,VISA credit card,Hilton Worldwide
Hilton Warsaw Hotel and Convention Centre,VISA credit card,Hilton Worldwide
Hilton Dubai The Walk,VISA credit card,Hilton Hotels & Resorts
Hilton Malta,JCB,Hilton Worldwide
