col0,col1,col2,col3
Lointek 2016,2016-01-01,Lointek,Lointek 2017
Lares-Waowdeals Women 2016,2016-01-01,Lares-Waowdeals Women,Lares-Waowdeals Women 2017
Hagens Berman-Supermint 2016,2016-01-01,Hagens Berman-Supermint,Hagens Berman-Supermint 2017
Inpa-Bianchi 2016,2016-01-01,Inpa-Bianchi,Giusfredi-Bianchi 2017
Drops 2016,2016-01-01,Drops,Drops 2017
China Chongming-Liv-Champion System 2016,2016-01-01,China Chongming-Liv-Champion System,China Chongming-Liv 2017
Aromitalia Vaiano 2016,2016-01-01,Aromitalia Vaiano,Aromitalia Vaiano 2017
Lensworld-Zannata 2016,2016-01-01,Lensworld-Zannata,Lensworld-Kuota 2017
UnitedHealthcare Women's 2016,2016-01-01,UnitedHealthcare,UnitedHealthcare Women's 2017
Capri-Sonne-Koga Miyata 1981,1981-01-01,Capri-Sonne-Koga Miyata,Capri-Sonne-Campagnolo-Merckx 1982
Itau Shimano Ladies Power 2015,2015-01-01,Itau Shimano Ladies Power,Weber Shimano Ladies Power 2016
Farm Frites - Hartol 2003,2003-01-01,Farm Frites - Hartol,Farm Frites - Hartol 2004
Farm Frites - Hartol 2002,2002-01-01,Farm Frites - Hartol,Farm Frites - Hartol 2003
Farm Frites - Hartol 2001,2001-01-01,Farm Frites - Hartol,Farm Frites - Hartol 2002
Farm Frites - Hartol 2000,2000-01-01,Farm Frites - Hartol,Farm Frites - Hartol 2001
Farm Frites - Hartol 1999,1999-01-01,Hartol - Farm Frites,Farm Frites - Hartol 2000
Jilun-Shakeland 2015,2015-01-01,China Jilun,Hainan Jilun-Shakeland 2016
Kolss-BDC 2015,2015-01-01,Kolss-BDC,Kolss-BDC 2016
Baby-Dump 2015,2015-01-01,Baby-Dump,Baby-Dump 2016
Madison Genesis 2015,2015-01-01,Madison Genesis,Madison Genesis 2016
