col0,col1,col2
Democratic Left of Catalonia,Democratic Agreement for Catalonia,Spain
National Front of Catalonia,Democratic Agreement for Catalonia,Spain
Democrats of Catalonia,Republican Left of Catalonia – Catalonia Yes,Spain
Leftwing Movement,Republican Left of Catalonia – Catalonia Yes,Spain
Republican Left of Catalonia,Republican Left of Catalonia – Catalonia Yes,Spain
Acció Catalana,For the Europe of the Peoples,Spain
Catalan Republican Party,Catalan Solidarity for Independence,Spain
Socialist Party of National Liberation,Catalan Solidarity for Independence,Spain
Communist Workers Party of Catalonia,Spanish Communist Workers' Party,Spain
Communists of Catalonia,United and Alternative Left,Spain
