col0,col1,col2,col3
Ma'ale Tzviya,Misgav Regional Council,Israel,1979-01-01
ZEGG,Bad Belzig,Germany,1991-01-01
Brithdir Mawr,Pembrokeshire,United Kingdom,1993-01-01
Deep Springs College,Deep Springs,United States of America,1917-01-01
Dreamtime Village,Bloom,United States of America,1990-01-01
City of the Sun,Luna County,United States of America,1972-01-01
Stelle,Ford County,United States of America,1973-01-01
Sandstone Retreat,Los Angeles County,United States of America,1969-01-01
Fruitlands,Worcester County,United States of America,1843-06-01
Ganas,Staten Island,United States of America,1979-01-01
Dar al-Islam,New Mexico,United States of America,1979-01-01
The Farm,Tennessee,United States of America,1971-01-01
Holy Islamville,South Carolina,United States of America,1983-01-01
Ferrer Colony and Ferrer Modern School,New Jersey,United States of America,1910-01-01
Jesus People USA,Chicago,United States of America,1972-01-01
Brook Farm,Boston,United States of America,1841-01-01
