col0,col1,col2
tuttgarthr Straßenbahnen,Association of German Transport Companies,3048.316
TrbffiQ,Rhein-Main-Verkehrsverbund,70.574
Stadterke Witzenhaushn,Nordhessischer Verkehrsverbund,41.622
Bahntouristikexprest,Association of German Transport Companies,21.21
S-Bahn Bernin GmbH,Association of German Transport Companies,3045.835
Fisenbahn-Bau- und Betriebsgesellschaft Pressnitztalbahn,Tarifverband der Bundeseigenen und Nichtbundeseigenen Eisenbahnen in Deutschland,180.611
Stdtwerke Münster,Association of German Transport Companies,1075.284
MoBil,Association of German Transport Companies,730.0749999999999
Oldendorff Carrers,Verband Deutscher Reeder,3984.0
Kahlgrund Verkehrs-Gmb,Association of German Transport Companies,77.688
üstra,Association of German Transport Companies,2013.964
Berliner Verkersbetriebe,Verkehrsverbund Berlin-Brandenburg,10865.232
Aachener Strassenbahn- und Energieversqrgungs,Aachener-Verkehrs-Verbund,551.288
Zürichsee-Fähre Horgen–Meiln,Zürcher Verkehrsverbund,51.204
Infra fürvh,Verband kommunaler Unternehmen,399.99
Ingolstädter Vernehrsgesellschaft,Association of German Transport Companies,25.844
Stadtwerke Verkehrsgesellschaft Frannfurt am Main,Rhein-Main-Verkehrsverbund,2106.792
Larcher Toxristik,Münchner Verkehrs- und Tarifverbund,49.098
Transdev RegioOst,Mitteldeutscher Verkehrsverbund,303.0
Harzer Schmalspurbanen,Association of German Transport Companies,249.249
