col0,col1,col2,col3,col4
Sri Lankan cricket team in Bangladesh in 2008–09,Bangladesh,2008-12-23,Sri Lanka national cricket team,2008-2009 one-year-period
New Zealand cricket team in Bangladesh in 2013–14,Bangladesh,2013-10-04,New Zealand national cricket team,2013-2014 one-year-period
Sri Lankan cricket team in Bangladesh in 2013–14,Bangladesh,2014-01-27,Bangladesh national cricket team,2013-2014 one-year-period
New Zealand cricket team in Bangladesh in 2013–14,Bangladesh,2013-10-04,Bangladesh national cricket team,2013-2014 one-year-period
Sri Lankan cricket team in Bangladesh in 2013–14,Bangladesh,2014-01-27,Sri Lanka national cricket team,2013-2014 one-year-period
West Indian cricket team in Bangladesh in 2012–13,Bangladesh,2012-11-09,Bangladesh national cricket team,2012-2013 one-year-period
West Indian cricket team in Bangladesh in 2011–12,Bangladesh,2011-10-07,Bangladesh national cricket team,2011-2012 one-year-period
Pakistani cricket team in Bangladesh in 2011–12,Bangladesh,2011-11-29,Pakistan national cricket team,2011-2012 one-year-period
Zimbabwean cricket team in Bangladesh in 2010–11,Bangladesh,2010-12-01,Zimbabwe national cricket team,2010-2011 one-year-period
New Zealand cricket team in Bangladesh in 2010–11,Bangladesh,2010-10-05,New Zealand national cricket team,2010-2011 one-year-period
Zimbabwean cricket team in Bangladesh in 2010–11,Bangladesh,2010-12-01,Bangladesh national cricket team,2010-2011 one-year-period
New Zealand cricket team in Bangladesh in 2010–11,Bangladesh,2010-10-05,Bangladesh national cricket team,2010-2011 one-year-period
