col0,col1,col2,col3
Alianza,2015-01-29,conservatism,1989-01-01
House of Freedoms,2007-01-01,conservatism,2000-01-01
Professional Forum,2012-10-07,conservatism,2008-10-08
Solidarity Electoral Action,2001-01-01,conservatism,1997-01-01
Alliance Party,1973-07-01,nationalism,1957-10-30
Alliance for European Integration,2013-02-13,liberalism,2009-08-08
Our Ukraine–People's Self-Defense Bloc,2012-12-15,liberalism,2001-01-01
Convergence and Union,2015-06-18,liberalism,1978-09-19
Veneto Freedom,2010-01-01,Venetian nationalism,2009-11-01
Centristes de Catalunya-UCD,1983-01-01,autonomism,1978-01-01
Malayan Peoples' Socialist Front,1966-01-10,left-wing nationalism,1958-08-26
Per l'Entesa,1979-01-01,republicanism,1979-01-01
Union for Tunisia,2014-06-01,secularism,2013-02-11
Per l'Entesa,1979-01-01,Marxism–Leninism,1979-01-01
Centristes de Catalunya-UCD,1983-01-01,social liberalism,1978-01-01
