col0,col1,col2,col3,col4,col5
Evaluation of Patient Retention of Fingolimod vs. Currently Approved Disease Modifying Therapy in Patients With Relapsing Remitting Multiple Sclerosis.,Puerto Rico,United States of America,"A 12-month, Prospective, Randomized, Active-controlled, Open-label Study to Evaluate the Patient Retention of Fingolimod vs. Approved First-line Disease Modifying Therapies in Adults With Relapsing Remitting Multiple Sclerosis (PREFERMS)",65,clinical trial
"Safety, Tolerability, Pharmacokinetics, and Antiviral Activity of GS-5816 in Subjects With Chronic HCV Infection",Puerto Rico,United States of America,"Phase 1b, Randomized, Double-Blind, Multiple-Dose Ranging Study Evaluating the Safety, Tolerability, Pharmacokinetics, and Antiviral Activity of GS-5816 in Subjects With Chronic Hepatitis C Virus Infection",65,clinical trial
A Study Comparing Duloxetine and Placebo in Assessing Energy and Vitality in Major Depressive Disorder,Puerto Rico,United States of America,Duloxetine Versus Placebo in Patients With Major Depressive Disorder (MDD): Assessment of Energy and Vitality in MDD,65,clinical trial
A Study of Hepatitis C Virus,Puerto Rico,United States of America,"A Randomized, Double-blind Study to Evaluate the Safety and Tolerability of the HCV Polymerase Inhibitor Pro-drug in Combination With Pegasys, With or Without Copegus, Versus Pegasys Plus Copegus, in Treatment-naïve Patients With Chronic Hepatitis C, Genotype 1",65,clinical trial
"Adaptive Phase I HCV Study With Nucleoside Analogue, in Combination With Interferon and Ribavirin",Puerto Rico,United States of America,"A Multiple-Center, Observer-Blinded, Randomized, Placebo-Controlled, Single & Multiple Ascending Dose Study to Investigate the Pharmacokinetics, Pharmacodynamics, Safety, Tolerability, & Food Effect of RO5024048 in Healthy Volunteers & in Patients With Chronic HCV Infection",65,clinical trial
Olanzapine Pamoate Depot Versus Oral Olanzapine on Treatment Outcomes in Outpatients With Schizophrenia,Puerto Rico,Canada,"A Randomized, Open-label Study Comparing the Effects of Olanzapine Pamoate Depot With Oral Olanzapine on Treatment Outcomes in Outpatients With Schizophrenia",65,clinical trial
"Phase 2 Study of VX-950, Pegasys®, and Copegus® in Hepatitis C",Puerto Rico,United States of America,"A Phase 2 Study of VX-950 in Combination With Peginterferon Alfa-2a (Pegasys®), With Ribavirin (Copegus®) in Subjects With Genotype 1 Hepatitis C Who Have Not Received Prior Treatment",65,clinical trial
A Bioequivalence Study of Two Ciprofloxacin/Dexamethasone Formulations in Patients With Otitis Externa,Puerto Rico,United States of America,"A Randomized, Double-Blind, Placebo-Controlled, Parallel Design, Multiple-Site Study to Evaluate the Clinical Equivalence of Ciprofloxacin 0.3%/Dexamethasone 0.1% Sterile Otic Suspension (Par) Compared to CIPRODEX® (Ciprofloxacin 0.3%/Dexamethasone 0.1%) Sterile Otic Suspension (Alcon) in the Treatment of Adults With Acute Bacterial Otitis Externa",65,clinical trial
Pharmacokinetics of Multiple Ascending Doses of VCH-222 in Subjects With Chronic Hepatitis C Infection,Puerto Rico,Canada,"A Phase l b/II a, Multicenter, Randomized, Double-Blinded, and Placebo-Controlled Study of the Antiviral Activity, Safety, Tolerability, and Pharmacokinetics of Multiple Ascending Doses of VCH-222 in Subjects With Chronic Hepatitis C-Infection",65,clinical trial
Determining Responses to Two Different Vaccines in HIV and HCV Infected Individuals,Puerto Rico,United States of America,Optimizing Vaccine Responsiveness in HIV-1 and HCV Infections by Identifying Determinants of Responsiveness: A Pilot Study,65,clinical trial
Assessment of Safety and Efficacy of Therapy for the Prevention of Weight Gain Associated With Olanzapine,Puerto Rico,United States of America,"The Assessment of the Safety, Efficacy, and Practicality of an Algorithm Including Amantadine, Metformin and Zonisamide for the Prevention of Olanzapine-Associated Weight Gain in Outpatients With Schizophrenia",65,clinical trial
Open-label Study of Curcumin C-3 Complex in Schizophrenia,Puerto Rico,United States of America,"Open Label Study of Curcumin C-3 Complex, the Prototypal Epigenetic Modulator, as an Augmentation Strategy to Antipsychotic Therapy,for Improving Negative Symptoms and Cognition in Schizophrenia",65,clinical trial
A Bioequivalence Study of Pegylated Interferon Alfa-2a,Hong Kong,Singapore,"An Open-Label, Randomized, Multi-Center, Single Dose, Two-Period, Two Sequence Crossover Study to Investigate the Bioequivalence of Peginterferon (PEG-IFN) Alfa-2a Benzyl Alcohol-Free Formulation Versus the Reference Market Formulation Following Subcutaneous Administration Via Prefilled Syringe in Healthy Chinese Subjects",65,clinical trial
A Follow-up Assessment of Resistance to ABT-333 in Hepatitis C Virus,Puerto Rico,United States of America,"A Follow-up Study to Assess the Evolution and Persistence of Resistance to ABT-333 After Discontinuation of ABT-333 Therapy in HCV Genotype-1 Infected Subjects Who Participated in Phase 1, 2, or 3 ABT-333 Clinical Studies",65,clinical trial
"Placebo-controlled, Dose-escalation Study of the Safety of IMO-2125",Puerto Rico,United States of America,"A Phase 1, Multi-center, Placebo-controlled, Dose-escalation Study of the Safety of IMO-2125 in Hepatitis C-infected Patients Unresponsive to Standard Treatment With Pegylated Interferon and Ribavirin",65,clinical trial
