col0,col1,col2,col3,col4,col5
Funvic Soul Cycles-Carrefour 2016,Funvic-São José dos Campos 2015,Funvic Soul Cycles-Carrefour,Soul Brasil 2017,Benedito Azevedo,Francisco Miguel Manzo
Rally 2016,Optum-Kelly Benefit Strategies 2015,Rally,Rally 2017,Charles Aaron,Eric Wohlberg
Novo Nordisk 2017,Novo Nordisk 2016,Novo Nordisk,Novo Nordisk 2018,Vassili Davidenko,Massimo Podenzana
Cycling Academy 2016,Cycling Academy 2015,Cycling Academy,Israel Cycling Academy 2017,Ran Margaliot,Nicki Sørensen
Lotto-Soudal 2017,Lotto-Soudal 2016,Lotto-Soudal,Lotto-Soudal 2018,Marc Sergeant,Kurt Van De Wouwer
Katusha-Alpecin 2018,Katusha-Alpecin 2017,Katusha-Alpecin,2019 Katusha-Alpecin,Valerio Piva,Torsten Schmidt
Fortuneo-Oscaro 2017,Fortuneo-Vital Concept 2016,Fortuneo-Vital Concept,Fortuneo-Samsic 2018,Emmanuel Hubert,Sébastien Hinault
Sky 2016,Sky 2015,Sky,Sky 2017,Dave Brailsford,Gabriel Rasch
Dimension Data 2016,MTN-Qhubeka 2015,Dimension Data,Dimension Data 2017,Brian Smith,Rolf Aldag
Marlux-Napoleon Games 2016,Sunweb-Napoleon Games 2015,Marlux-Napoleon Games,Marlux-Napoleon Games 2017,Jurgen Mettepenningen,Jurgen Mettepenningen
Sky 2018,Sky 2017,Sky,2019 Ineos,Dave Brailsford,Gabriel Rasch
Sky 2017,Sky 2016,Sky,Sky 2018,Dave Brailsford,Gabriel Rasch
Dimension Data 2018,Dimension Data 2017,Dimension Data,2019 Team Dimension Data,Brian Smith,Rolf Aldag
Dimension Data 2017,Dimension Data 2016,Dimension Data,Dimension Data 2018,Brian Smith,Rolf Aldag
BMC Racing 2016,BMC Racing 2015,BMC Racing,BMC Racing 2017,Jim Ochowicz,Valerio Piva
