col0,col1,col2,col3
County of Hainaut,Mons,1071-01-01,1794-01-01
County of Bentheim,Bad Bentheim,1050-01-01,1806-01-01
County of Veldenz,Veldenz,1112-01-01,1801-01-01
Hohenzollern-Haigerloch,Haigerloch,1576-01-01,1767-01-01
County of Loon,Borgloon,1040-01-01,1366-01-01
Hohenzollern-Hechingen,Hechingen,1576-01-01,1850-01-01
Principality of Anhalt-Aschersleben,Aschersleben,1252-01-01,1315-01-01
County of Burgundy,Dole,0982-01-01,1678-01-01
County of Artois,Arras,1237-01-01,1659-01-01
County of Hoya,Nienburg/Weser,1202-01-01,1582-01-01
County of Flanders,Bruges,0866-01-01,1795-01-01
Duchy of Cleves,Kleve,1092-01-01,1795-01-01
County of East Frisia,Emden,1464-01-01,1744-01-01
