col0,col1,col2
Hume and Hovell expedition,William Hovell,1825-01-18
Swedish Cyprus Expedition,Einar Gjerstad,1931-01-01
Voyage of the James Caird,Thomas Crean,1916-05-10
Operation Windmill,Gerald Ketchum,1948-01-01
S. A. Andrée's Arctic Balloon Expedition of 1897,Salomon August Andrée,1897-10-01
The Lewis and Clark Expedition,Meriwether Lewis,1806-09-23
First Dutch Expedition to Nusantara,Frederick de Houtman,1597-08-14
Byrd Antarctic Expedition,Richard E. Byrd,1930-06-19
First Russian circumnavigation,Adam Johann von Krusenstern,1806-08-06
Valdivia expedition,Carl Chun,1899-05-01
Second Zambesi Expedition,David Livingstone,1864-01-01
Arabian expedition,Peter Forsskål,1767-11-01
Yellowstone Expedition of 1873,United States Army,1873-09-23
First voyage of Christopher Columbus,Christopher Columbus,1493-03-24
Second voyage of HMS Beagle,Charles Darwin,1836-10-02
First Swedish Mexico Expedition,Sigvald Linné,1932-08-26
Walter Kaudern's first expedition to Madagascar,Walter Kaudern,1907-01-01
Walter Kaudern's second expedition to Madagascar,Walter Kaudern,1912-01-01
Walter Kaudern's expedition to Celebes,Walter Kaudern,1921-01-01
