col0,col1,col2,col3,col4
Decca Limited,Vogue Records Limited,Decca Limited,holding company,1929-02-14
"Sony Music Entertainment, Inc.","Sony Music Entertainment Polska, Sp. z o.o.","Sony Music Entertainment, Inc.",holding company,1991-01-01
"Warner Music International, Inc.","Warner Music Spain, S.L.","Warner Music International, Inc.",holding company,1990-01-01
Parlophone Label Group,Chrysalis Records Ltd.,PLG Holdco Limited,record company,2012-11-01
Electric & Musical Industries Ltd.,EMI Italiana S.p.A.,Electric & Musical Industries Limited,holding company,1931-04-20
Sony Music Entertaiment International,Sony Music Entertainment Austria,CBS RECORDS INTERNATIONAL LIMITED,holding company,1986-01-01
CrownHaitai Holdings,Haitai Confectionery & Foods,"CROWNHAITAI Holdings CO.,LTD",holding company,1968-09-18
Parlophone Label Group,Chrysalis Records Ltd.,PLG Holdco Limited,holding company,2012-11-01
Per Aarsleff Holding,Per Aarsleff,Per Aarsleff Holding A/S,holding company,1961-12-14
GS Energy,GS Caltex,GS Energy Corporation,holding company,2012-01-03
MBS Media Holdings,Mainichi Broadcasting System,"MBS Media Holdings, Inc.",holding company,1950-12-27
RKB Mainichi Holdings,RKB Mainichi Broadcasting,RKB Mainichi Holdings Corporation,holding company,1951-06-29
