col0,col1,col2,col3
Old Quebec Street Mall,1984-01-01,Canada,Downtown Guelph
Brent Cross Shopping Centre,1976-01-01,United Kingdom,Brent Cross
Snellemark Centret,1994-06-13,Denmark,Rønne
Kourosh Complex,2014-09-07,Iran,Shahid Sattari Expressway
Kraaiennest,1976-01-01,Netherlands,Bijlmermeer
Valkea,2016-04-14,Finland,Pokkinen
Mall of Tripla,2019-10-17,Finland,Keski-Pasila
Rolling Acres Mall,1975-08-06,United States of America,Rolling Acres
Alexandre Mackenzie Building,1929-04-01,Brazil,São Paulo
Fleur de Lys centre commercial,1963-01-01,Canada,Vanier
Red Sea Mall,2008-01-01,Saudi Arabia,Jeddah
Westfield Montgomery,1968-03-06,United States of America,Bethesda
Lippulaiva,1993-01-01,Finland,Espoonlahti
Skanssi,2009-04-17,Finland,Skanssi
East River Plaza,2009-01-01,United States of America,East Harlem
Hallen am Borsigturm,1999-03-25,Germany,Tegel
Shopping RioMar Aracaju,1989-05-08,Brazil,Coroa do Meio (Aracaju)
Westfield Wheaton,1960-02-05,United States of America,Wheaton
Westfield West Lakes,1974-11-01,Australia,West Lakes
Salvador Shopping,2007-05-22,Brazil,Caminho das Árvores
ÆON Bukit Indah Shopping Centre,2008-12-01,Malaysia,Bukit Indah
Willow Grove Park Mall,1982-08-11,United States of America,Willow Grove
White Flint Mall,1977-03-07,United States of America,North Bethesda
Place Sainte-Foy,1958-01-01,Canada,Sainte-Foy
Laurier Québec,1961-11-11,Canada,Sainte-Foy
Trafford Centre,1998-01-01,United Kingdom,Dumplington
Sungei Wang Plaza,1977-01-01,Malaysia,Bukit Bintang
Agana Shopping Center,1978-01-01,United States of America,Hagåtña
Abu Dhabi Mall,2001-05-01,United Arab Emirates,Abu Dhabi
Waterworks Mall,1982-01-01,United States of America,Lincoln–Lemington–Belmar
Westfield Airport West,1976-01-01,Australia,Airport West
Wellgate Centre,1978-01-01,United Kingdom,Dundee
La Encantada,2004-01-01,United States of America,Tucson
Cityplaza,1982-01-01,People's Republic of China,Taikoo Shing
Micronesia Mall,1988-08-08,United States of America,Dededo
Highpoint Shopping Centre,1977-01-01,Australia,Maribyrnong
The Forge Shopping Centre,1988-01-01,United Kingdom,Parkhead
The Mall at Sierra Vista,1999-01-01,United States of America,Sierra Vista
