col0,col1,col2
Popular Front,1939-01-01,1936-01-01
For a European Serbia,2011-01-01,2008-01-01
Convergence and Union,2015-06-18,1978-09-19
Initiative for Catalonia Greens-United and Alternative Left,2015-01-01,2006-01-01
Italy. Common Good,2013-05-08,2012-10-13
Green Italy – European Greens,t830188670,2014-04-02
Syrian Revolutionary Command Council,2015-01-01,2014-08-03
Malayan Peoples' Socialist Front,1966-01-10,1958-08-26
Gagasan Rakyat,1996-01-01,1990-01-01
Union for Tunisia,2014-06-01,2013-02-11
United Canarian People,1979-01-01,1977-01-01
Entesa dels Catalans,1978-01-01,1977-01-01
Four-Coalition,2002-01-01,1998-01-01
Centristes de Catalunya-UCD,1983-01-01,1978-01-01
