col0,col1,col2,col3,col4
EuroAgentur Hotels & Travel,314,95527000,38611000,231350000
CB&I s.r.o.,435,307496000,235945000,779448000
RECTICEL Interiors CZ,323,350301000,-189967000,3024854000
Nemocnice Rudolfa a Stefanie Benešov,794,359726000,620000,548642000
Toyota Tsusho Europe SA Czech Republic Branch,222,158772000,155317000,3183375000
G7,25,101829000,1290000,266301000
Hewlett-Packard,539,96024000,37653000,1647163000
Novasport,221,325039000,31101000,715108000
British American Tobacco (Czech Republic),132,270461000,111441000,3568958000
PCA logistika,0,168170000,32858000,2044208000
Asseco Central Europe,234,184123000,46830000,445115000
Ezpada,43,217319000,-68423000,11872700000
