col0,col1,col2
1996–97 Cypriot First Division,Michalis Konstantinou,Olympiakos Nicosia FC
1981–82 Fußball-Bundesliga,Horst Hrubesch,MSV Duisburg
1985–86 Fußball-Bundesliga,Stefan Kuntz,Hannover 96
1993–94 Fußball-Bundesliga,Tony Yeboah,1. FC Nürnberg
2008–09 Ekstraklasa,Paweł Brożek,Górnik Zabrze
1992–93 Fußball-Bundesliga,Ulf Kirsten,VfL Bochum
1997–98 Fußball-Bundesliga,Ulf Kirsten,1. FC Köln
2000–01 Fußball-Bundesliga,Ebbe Sand,Eintracht Frankfurt
1996–97 Fußball-Bundesliga,Ulf Kirsten,FC St. Pauli
2001–02 Fußball-Bundesliga,Márcio Amoroso,FC St. Pauli
1984–85 Fußball-Bundesliga,Klaus Allofs,Arminia Bielefeld
2003–04 Fußball-Bundesliga,Aílton Gonçalves da Silva,Eintracht Frankfurt
1975–76 Fußball-Bundesliga,Klaus Fischer,Hannover 96
2007–08 Fußball-Bundesliga,Luca Toni,1. FC Nürnberg
1978–79 Fußball-Bundesliga,Klaus Allofs,1. FC Nürnberg
2017–18 Russian Premier League,Quincy Promes,FC SKA-Energiya Khabarovsk
1986–87 Cypriot First Division,Spas Dzhevizov,Ermis Aradippou FC
2013–14 Cypriot First Division,Gastón Sangoy,Aris Limassol F.C.
2002–03 Cypriot First Division,Marios Neophytou,Aris Limassol F.C.
2010–11 Ekstraklasa,Tomasz Frankowski,Arka Gdynia
