col0,col1,col2
Yunnan Astronomical Observatory,Chinese Academy of Sciences,Yunnan
Besançon Astronomical Observatory,National Center for Scientific Research,Besançon
Cerro Tololo Inter-American Observatory,National Optical Astronomy Observatory,Coquimbo Region
Las Campanas Observatory,Carnegie Institution for Science,Atacama Region
Dominion Radio Astrophysical Observatory,Herzberg Institute of Astrophysics,British Columbia
Poznań Observatory,Adam Mickiewicz University in Poznań,Poznań
Big Bear Solar Observatory,New Jersey Institute of Technology,California
Chilbolton Observatory,Science and Technology Facilities Council,Chilbolton
Mount Terskol Observatory,"International Center For Astronomical, Medical and Ecological Research",Kabardino-Balkaria
Angell Hall Observatory,University of Michigan,Michigan
Five College Radio Astronomy Observatory,Five College Consortium,Massachusetts
Xinglong Station,National Astronomical Observatory of China,Yanshan County
Magdalena Ridge Observatory,New Mexico Institute of Mining and Technology,Socorro County
Asiago Astrophysical Observatory,University of Padua,Asiago
Teide Observatory,Instituto de Astrofísica de Canarias,Tenerife
Iso-Heikkilä Observatory,Turun Ursa,Turku
Mount Pleasant Radio Observatory,University of Tasmania,Tasmania
National Solar Observatory,Association of Universities for Research in Astronomy,Arizona
Cambridge Observatory,University of Cambridge,Cambridge
Borisova gradina Observatory,Sofia University,Sredets District
