col0,col1,col2,col3
Colpack 2015,Colpack 2014,Colpack,Colpack 2016
BMC Development 2014,BMC Development 2013,BMC Development,BMC Development 2015
Nasu Blasen 2013,Nasu Blasen 2012,Nasu Blasen,Nasu Blasen 2014
H&R Block 2014,H&R Block 2013,DC Bank-Probaclac,H&R Block 2015
H&R Block 2013,H&R Block 2012,DC Bank-Probaclac,H&R Block 2014
Bornholm 2011,Bornholm 2010,BHS-Almeborg Bornholm,Bornholm 2012
EFC-Quick Step 2011,New Heebra-Lombarden 2010,EFC-L&R-Vulsteke,EFC-Omega Pharma-Quick Step 2012
Amplatz-BMC 2014,RSC Amplatz 2013,My Bike-Stevens,Amplatz-BMC 2015
Centre mondial du cyclisme 2016,Centre mondial du cyclisme 2015,World Cycling Centre,2017 Centre mondial du cyclisme season
RH+ Polartec-Fundación Alberto Contador 2016,Specialized-Fundación Alberto Contador 2015,Polartec-Fundación Alberto Contador,RH+ Polartec-Fundación Alberto Contador 2017
Vendée U 2016,Vendée U 2015,Vendée U,Vendée U 2017
VC Pays de Loudéac 2016,VC Pays de Loudéac 2015,VC Pays de Loudéac,VC Pays de Loudéac 2017
VC Rouen 76 2016,VC Rouen 76 2015,VC Rouen 76,VC Rouen 76 2017
Lotto-Soudal U23 2016,Lotto-Soudal U23 2015,Lotto-Soudal U23,Lotto-Soudal U23 2017
Colpack 2016,Colpack 2015,Colpack,Colpack 2017
BMC Development 2016,BMC Development 2015,BMC Development,BMC Development 2017
PWC Jan Snel 2007,PWC Jan Snel 2006,Cibel-Cebon,PWC Jan Snel 2008
Bornholm 2014,Bornholm 2013,BHS-Almeborg Bornholm,Almeborg-Bornholm 2015
EFC-Omega Pharma-Quick Step 2014,EFC-Omega Pharma-Quick Step 2013,EFC-L&R-Vulsteke,EFC-Etixx 2015
EFC-Omega Pharma-Quick Step 2013,EFC-Omega Pharma-Quick Step 2012,EFC-L&R-Vulsteke,EFC-Omega Pharma-Quick Step 2014
