col0,col1,col2
21st Century Fox,joint-stock company,media industry
Telstra,joint-stock company,telecommunications industry
Talpa Producties,besloten vennootschap,entertainment industry
Alma Media,julkinen osakeyhtiö,publishing
Pearson plc,public limited company,publishing
Vox Media,privately held company,publishing
Axel Springer SE,Societas Europaea,publishing
Europäische Rundfunk- und Fernseh-GmbH,GmbH,commercial broadcasting
Jongbloed BV,besloten vennootschap,Printing industry
Ringier,Aktiengesellschaft,printed matter
Fairfax Media,joint-stock company,communication medium
Katholische Nachrichten-Agentur,Gesellschaft mit beschränkter Haftung,news agency
Korean Broadcasting System,public enterprise,public broadcasting
Sanoma Corporation,julkinen osakeyhtiö,mass media
Vivendi,société anonyme,mass media
Amedia,aksjeselskap,mass media
Mediafax Group,joint-stock company,mass media
ZDF Enterprises,GmbH,television
Swiss Radio and Television,state-owned enterprise,television
Fox Corporation,joint-stock company,media industry
