col0,col1,col2
Gottlieb Duttweiler Institute,David Bosshart,Switzerland
Stockholm International Peace Research Institute,Tilman Brück,Sweden
International Crisis Group,Jean-Marie Guéhenno,Belgium
German Marshall Fund,Karen Donfried,United States of America
RAND Corporation,Michael D. Rich,United States of America
Freedom House,David J. Kramer,United States of America
Hoover Institution,Thomas W. Gilligan,United States of America
Center for Strategic and International Studies,John Hamre,United States of America
Brookings Institution,John R. Allen,United States of America
Woodrow Wilson International Center for Scholars,Jane Harman,United States of America
Trilateral Commission,Jean-Claude Trichet,United States of America
Institute for National Security Studies,Amos Yadlin,Israel
Notre Europe,Sébastien Maillard,France
Institut Montaigne,Laurent Bigorgne,France
