col0,col1,col2,col3,col4
Nishi Hongan-ji,Kōsa,Shimogyō-ku,part of World Heritage Site,Historic Monuments of Ancient Kyoto
Enryaku-ji,Saichō,Sakamotohonmachi,National Treasure,Historic Monuments of Ancient Kyoto
Daigo-ji,Shōbō,Fushimi-ku,National Treasure,Historic Monuments of Ancient Kyoto
Tō-ji,Emperor Kammu,Minami-ku,National Treasure,Historic Monuments of Ancient Kyoto
Nishi Hongan-ji,Kōsa,Shimogyō-ku,National Treasure,Historic Monuments of Ancient Kyoto
Daigo-ji,Shōbō,Fushimi-ku,part of World Heritage Site,Saigoku Kannon Pilgrimage
Kōfuku-ji,Fujiwara no Fuhito,Nara,part of World Heritage Site,Saigoku Kannon Pilgrimage
Daigo-ji,Shōbō,Fushimi-ku,National Treasure,Saigoku Kannon Pilgrimage
Kōfuku-ji,Fujiwara no Fuhito,Nara,National Treasure,Saigoku Kannon Pilgrimage
Ninna-ji,Uda,Ukyō-ku,National Treasure,Thirteen Buddhist Sites of Kyoto
Rinnō-ji,Shōdō,Nikkō,National Treasure,Shrines and Temples of Nikkō
Tenryū-ji,Musō Soseki,Ukyō-ku,part of World Heritage Site,Historic Monuments of Ancient Kyoto
Ninna-ji,Uda,Ukyō-ku,part of World Heritage Site,Historic Monuments of Ancient Kyoto
Tenryū-ji,Ashikaga Takauji,Ukyō-ku,part of World Heritage Site,Historic Monuments of Ancient Kyoto
