col0,col1,col2,col3
Hudson Soft,video game industry,Konami,list of Hudson Soft games
Bandai Namco Entertainment,video game industry,Bandai Namco Holdings,list of Namco Bandai games
Supercell,software development,Tencent,mobile game
Atlus,video game industry,Sega,Megami Tensei
Sierra Entertainment,video game industry,"Activision Publishing, Inc.",Half-Life
THQ Nordic,video game industry,Embracer Group,software
Sega,video game industry,"SEGA Holdings Co., Ltd.",software
Deep Silver,video game industry,Koch Media,software
"Activision Publishing, Inc.",video game industry,Activision Blizzard,software
Bethesda Softworks,video game,ZeniMax Media,software
2K Play,video game industry,2K Games,software
Rockstar Games,video game industry,Take-Two Interactive,software
Wizards of the Coast,role-playing game,"Hasbro, Inc.",Dungeons & Dragons
Paradox Interactive,video game industry,Investment AB Spiltan,video game
Taito Corporation,video game industry,Square Enix Holdings,video game
Blizzard Entertainment,video game industry,Activision Blizzard,video game
Tengen,video game industry,Atari Games,video game
Tradewest,video game industry,Midway Games,video game
Empire Interactive,video game industry,Razorworks,software
"Atari, Inc.",video game industry,Warner Communications Inc.,software
