col0,col1,col2,col3
Roman Catholic Diocese of Alcalá de Henares,Spanish,Alcalá de Henares,Roman Catholic Archdiocese of Toledo
Roman Catholic Diocese of Segovia,Spanish,Segovia,Roman Catholic Archdiocese of Toledo
Roman Catholic Diocese of Ciudad Real,Spanish,Ciudad Real,Roman Catholic Archdiocese of Toledo
Roman Catholic Diocese of Casale Monferrato,Italian,Casale Monferrato,Roman Catholic Archdiocese of Vercelli
Roman Catholic Diocese of Saluzzo,Italian,Saluzzo,Roman Catholic Archdiocese of Turin
Roman Catholic Diocese of Fossano,Italian,Fossano,Roman Catholic Archdiocese of Turin
Roman Catholic Diocese of Susa,Italian,Susa,Roman Catholic Archdiocese of Turin
Roman Catholic Diocese of Pinerolo,Italian,Pinerolo,Roman Catholic Archdiocese of Turin
Roman Catholic Diocese of Pamiers,French,Pamiers,Roman Catholic Archdiocese of Toulouse
Roman Catholic Diocese of Montauban,French,Montauban,Roman Catholic Archdiocese of Toulouse
Roman Catholic Diocese of Ibiza,Spanish,Ibiza,Roman Catholic Archdiocese of Tarragona
