col0,col1,col2
Groupama-FDJ 2018,Jussi Veikkanen,Marc Madiot
FDJ 2017,Jussi Veikkanen,Marc Madiot
FDJ 2016,Jussi Veikkanen,Marc Madiot
Katusha 2016,Torsten Schmidt,Viatcheslav Ekimov
WB-Veranclassic-Aqua Protect 2017,Olivier Kaisen,Christophe Brandt
Verandas Willems-Crelan 2018,Niels Albert,Nick Nuyens
Verandas Willems-Crelan 2017,Niels Albert,Nick Nuyens
Cannondale-Drapac 2016,Juan Manuel Gárate Cepa,Jonathan Vaughters
EF Education First-Drapac 2018,Tom Southam,Jonathan Vaughters
Cannondale-Drapac 2017,Tom Southam,Jonathan Vaughters
Novo Nordisk 2017,Massimo Podenzana,Vassili Davidenko
Roompot-Nederlandse Loterij 2017,Erik Breukink,Michael Zijlaard
Israel Cycling Academy 2018,Kjell Carlström,Ran Margaliot
Israel Cycling Academy 2017,Kjell Carlström,Ran Margaliot
Cycling Academy 2016,Nicki Sørensen,Ran Margaliot
Cycling Academy 2015,Ján Valach,Ran Margaliot
BMC Racing 2017,Fabio Baldato,Jim Ochowicz
BMC Racing 2018,Klaas Lodewyck,Jim Ochowicz
BMC Racing 2016,Marco Pinotti,Jim Ochowicz
Skydive Dubai-Al Ahli Club 2016,Alberto Volpi,Ricardo Martins
