col0,col1,col2,col3
Montours,Ille-et-Vilaine,Les Portes du Coglais,174.0
Saint-Julien-de-Raz,Isère,La Sure en Chartreuse,630.0
Saint-Aubin-du-Pavail,Ille-et-Vilaine,Châteaugiron,57.0
Saint-M'Hervon,Ille-et-Vilaine,Montauban-de-Bretagne,89.0
Allaines-Mervilliers,Eure-et-Loir,Janville-en-Beauce,136.0
Laveyssière,Dordogne,Eyraud-Crempse-Maurens,69.0
Boisgasson,Eure-et-Loir,Commune nouvelle d’Arrou,157.0
Bosc-Renoult-en-Roumois,Eure,Thénouville,165.0
Buis-sur-Damville,Eure,Mesnils-sur-Iton,159.0
Sainte-Sabine-Born,Dordogne,Beaumontois-en-Périgord,133.0
Nojals-et-Clotte,Dordogne,Beaumontois-en-Périgord,156.0
Coux-et-Bigaroque,Dordogne,Coux-et-Bigaroque-Mouzens,80.0
Venarsal,Corrèze,Malemort,290.5
Saint-Laurent-des-Bâtons,Dordogne,Sainte-Alvère-Saint-Laurent-les-Bâtons,50.0
