col0,col1,col2,col3
Riechheimer Berg,administrative community of Thuringia,Germany,Ilm-Kreis
Buttstädt,administrative community of Thuringia,Germany,Sömmerda
Mellingen,administrative community of Thuringia,Germany,Weimarer Land
Hainleite,administrative community of Thuringia,Germany,Nordhausen
Ranis-Ziegenrück,administrative community of Thuringia,Germany,Saale-Orla-Kreis
Dermbach,administrative community of Thuringia,Germany,Wartburgkreis
Großbreitenbach,administrative community of Thuringia,Germany,Ilm-Kreis
Mittleres Schwarzatal,administrative community of Thuringia,Germany,Saalfeld-Rudolstadt
Bergbahnregion/Schwarzatal,administrative community of Thuringia,Germany,Saalfeld-Rudolstadt
Hohnstein/Südharz,administrative community of Thuringia,Germany,Nordhausen
Verwaltungsgemeinschaft Berka/Werra,administrative community of Thuringia,Germany,Wartburgkreis
