col0,col1,col2
Selous Scouts,1973-01-01,Rhodesia
Sacred Band,1942-01-01,Kingdom of Greece
Special Organization,1914-01-01,Ottoman Empire
Underwater Demolition Assault Unit,1956-01-01,Thailand
Special Service Group Navy,1966-01-01,Pakistan
Lebanese Special Operations Command,2008-01-01,Lebanon
Unit 101,1953-01-01,Israel
Iraqi Special Operations Forces,2003-12-26,Iraq
Quds Force,1980-01-01,Iran
National Security Guard,1984-01-01,India
Grupo de asesinos Policiales Especiales,1979-06-07,Chile
DSI,1989-01-01,Algeria
Kopassus,1952-01-01,Indonesia
Special Forces Brigade,1991-01-01,Georgia
Wolves,1994-03-01,North Macedonia
Alpha Group,1974-07-27,Ukraine
Special Tasks Unit,1991-09-01,Latvia
Russian special operations forces,2013-01-01,Russia
Vympel,1981-08-19,Russia
