col0,col1,col2,col3,col4
Nacka församling,Sweden,Nacka Municipality,30703,Saltsjöbaden Parish
Umeå stadsförsamling,Sweden,Umeå Municipality,23474,Ålidhems församling
Järfälla församling,Sweden,Järfälla Municipality,37472,Barkarby parish
Fryksände,Sweden,Torsby Municipality,5869,Fryksände
Sollentuna,Sweden,Sollentuna Municipality,39473,Sollentuna
Stensjöns församling en,Sweden,Mölndal Municipality,6982,Stensjön
Skaftö parish,Sweden,Lysekil Municipality,1093,Skaftö
Siljansnäs parish,Sweden,Leksand Municipality,1437,Siljansnäs
Skoklosters,Sweden,Håbo Municipality,1367,Skokloster
Sofia församling,Sweden,Stockholm Municipality,21258,Stockholms Sofia
Skarpnäcks församling,Sweden,Stockholm Municipality,23114,Skarpnäck
Skara domkyrkoförsamling,Sweden,Skara Municipality,7919,Skara domkyrkodistrikt
Spånga-Kista församling,Sweden,Stockholm Municipality,19043,Kista
