col0,col1,col2
Flashback Records,London,1997-01-01
Helen Woodward Animal Center,Rancho Santa Fe,1972-01-01
Banvit,Bandırma,1968-01-01
Gieves & Hawkes,City of Westminster,1771-01-01
Browns of Chester,Chester,1780-01-01
Brake Masters,California,1982-02-01
Gourmet Burger Kitchen,London,2001-01-01
Ede & Ravenscroft,London,1698-01-01
Cad and the Dandy,London,2008-01-01
Jenners,City of Edinburgh,1838-01-01
Morleys Stores Ltd,London Borough of Lambeth,1897-10-01
Peter Jones,London,1877-01-01
Norton & Sons,London,1859-01-01
TEMA Foundation,Turkey,1992-01-01
Herberger Theater Center,Phoenix,1989-01-01
House of Hackney,London,2010-01-01
Boswells of Oxford,Oxford,1738-01-01
Blackwell UK,Oxford,1879-01-01
