col0,col1,col2,col3
DecoType,Thomas Milo,Kingdom of the Netherlands,1985-01-01
Carrois,Ralph du Carrois,Germany,2003-01-01
Bauer Type Foundry,Johann Christian Bauer,Germany,1837-01-01
Johannes Wagner Type Foundry,Honus Wagner,Germany,1921-01-01
Berthold Type Foundry,Hermann Berthold,Germany,1858-01-01
FontShop International,Erik Spiekermann,Germany,1990-01-01
Fann Street Foundry,Robert Thorne,United Kingdom,1802-01-01
Dalton Maag,Bruno Maag,United Kingdom,1991-01-01
Caslon Foundry,William Caslon,United Kingdom,1723-01-01
Imprimerie nationale,Cardinal Richelieu,France,1640-01-01
