col0,col1,col2,col3,col4
AG2R La Mondiale 2018,cycling team season,road bicycle racing,2018-01-01,AG2R La Mondiale
Astana 2018,cycling team season,road bicycle racing,2018-01-01,Astana
Mitchelton-Scott 2018,cycling team season,road bicycle racing,2018-01-01,Mitchelton-Scott
Movistar 2017,cycling team season,road bicycle racing,2017-01-01,Movistar Team
Movistar 2016,cycling team season,road bicycle racing,2016-01-01,Movistar Team
Movistar 2015,cycling team season,road bicycle racing,2015-01-01,Movistar Team
Bahrain-Merida 2019,sports season,road bicycle racing,2019-01-01,Bahrain-McLaren
AG2R La Mondiale 2019,sports season,road bicycle racing,2019-01-01,AG2R La Mondiale
CCC Team 2019,UCI WorldTeam,road bicycle racing,2019-01-01,CCC Team
2019 Bora-hansgrohe,UCI WorldTeam,road bicycle racing,2019-01-01,Bora-Hansgrohe
