col0,col1,col2,col3,col4
MFK Viz-Sinara Yekaterinburg,Russia,Russian Futsal Super League,futsal,Yekaterinburg
MFK Dinamo Moskva,Russia,Russian Futsal Super League,futsal,Moscow
MFK Dina Moskva,Russia,Russian Futsal Super League,futsal,Moscow
Venezia Calcio a 5,Italy,Serie A,futsal,Venice
S.L. Olivais,Portugal,Liga Portuguesa de Futsal,futsal,Lisbon
C.F. Os Belenenses,Portugal,Liga Portuguesa de Futsal,futsal,Lisbon
KFUM-Kameratene Oslo,Norway,2. Divisjon,futsal,Oslo
A.S. Roma Futsal,Italy,Serie A,futsal,Rome
SD Croatia Berlin,Germany,Berlin-Liga,futsal,Germany
FC Kobarid,Slovenia,Slovenian Futsal League,futsal,Kobarid
MVFC Berettyóújfalu,Hungary,Nemzeti Bajnokság I,futsal,Berettyóújfalu
