col0,col1,col2
Società editrice internazionale,Turin,Salesians of Don Bosco
Ernest Benn Ltd.,London,"Sir John Benn, 1st Baronet"
Guida Editori,Naples,Alfredo Guida
Zanichelli,Modena,Nicola Zanichelli
Lateran University Press,Vatican City,Marco Cardinali
Le Monnier,Florence,Felice Le Monnier
Iperborea,Milan,Emilia Lodigiani
La Nuova Italia,Venice,Elda Bossi
Istituto geografico Visceglia,Rome,Vincenzo Visceglia
Loescher,Turin,Hermann Loescher
Institute of the Italian Encyclopaedia,Rome,Giovanni Gentile
Ediciones Grijalbo,Barcelona,Juan Grijalbo
Ediciones Akal,Madrid,Ramón Akal González
Editorial Calpe,Madrid,Nicolás María de Urgoiti
