col0,col1,col2,col3,col4
Jeddo,borough council,borough of Pennsylvania,United States of America,0.28
Plymouth,borough council,borough of Pennsylvania,United States of America,1.18
New Columbus,borough council,borough of Pennsylvania,United States of America,3.06
Warrior Run,borough council,borough of Pennsylvania,United States of America,0.75
Penn Lake Park,borough council,borough of Pennsylvania,United States of America,1.63
Luzerne,borough council,borough of Pennsylvania,United States of America,1.785786
Sugar Notch,borough council,borough of Pennsylvania,United States of America,1.08
Wyoming,borough council,borough of Pennsylvania,United States of America,1.58
Swoyersville,borough council,borough of Pennsylvania,United States of America,2.13
Harveys Lake,borough council,borough of Pennsylvania,United States of America,6.17
White Haven,borough council,borough of Pennsylvania,United States of America,1.26
Laurel Run,borough council,borough of Pennsylvania,United States of America,5.19
Nuangola,borough council,borough of Pennsylvania,United States of America,1.21
Yatesville,borough council,borough of Pennsylvania,United States of America,0.61
