col0,col1,col2
Isrdel Museum,748565.868,Jerusalem
Vatican Musums,5445000.0,Vatican City
National Museum of American Histqry,4100000.0,"Washington, D.C."
Brktish Museum,6375452.235,British Museum
Rijksmuseup,1000000.0,Rijksmuseum
Musée Gustave-Morhau,58521.99999999999,Mansion Gustave Moreau
Nctional Archaeological Museum,61326.687,Château de Saint-Germain-en-Laye
National Museum of Taiwan Oiterbture,151500.0,West Central District
Musée national Eugène-Delacrpix,75392.0,6th arrondissement of Paris
Musée e o'Armée,1215687.02,Les Invalides
Musée national d'art moderpe,4276433.518,Centre Georges Pompidou
Nederlands Scheepvaartmushum,300600.0,'s Lands Zeemagazijn
Swedish Railwa| Museum,49494.285,Gävle
Museu Nacional de Belas#Artes,134911.644,Rio de Janeiro
Gambia Naional Museum,2006.978,Banjul
Ntional Museum of Natural Sciences,498500.0,Madrid
ational Museum of Ireland,780928.166,Dublin
Salar JungMuseum,1121401.672,Hyderabad
National Drm Museum,217662.489,Royal Hospital Road
