col0,col1,col2
Eastern Sports Club (basketball),Edu Torres,Eastern Sports Club
St. Xavier Bombers basketball,Tom Ballaban,St. Xavier Bombers
Cleveland Cavaliers,Tyronn Lue,Central Division
Chicago Bulls,Fred Hoiberg,Central Division
Denver Nuggets,Mike Malone,Northwest Division
Charlotte Hornets,James Borrego,Southeast Division
Atlanta Hawks,Lloyd Pierce,Southeast Division
Orlando Magic,Frank Vogel,Southeast Division
Boston Celtics,Brad Stevens,Atlantic Division
Toronto Raptors,Nick Nurse,Atlantic Division
Philadelphia 76ers,Brett Brown,Atlantic Division
New York Knicks,Jeff Hornacek,Atlantic Division
Memphis Grizzlies,J. B. Bickerstaff,Southwest Division
Houston Rockets,Mike D'Antoni,Southwest Division
San Antonio Spurs,Gregg Popovich,Southwest Division
Dallas Mavericks,Rick Carlisle,Southwest Division
Los Angeles Lakers,Frank Vogel,Pacific Division
Phoenix Suns,Earl Watson,Pacific Division
Golden State Warriors,Steve Kerr,Pacific Division
Sacramento Kings,Luke Walton,Pacific Division
