col0,col1,col2
Nassau-Uaarbrücken,Holy Roman Empire,Holy Roman Empire
Isenburg-Offeneach,Offenbach am Main,Germany
Couty of Tyrol,Cisleithania,Holy Roman Empire
Wlttgenstein,Holy Roman Empire,Holy Roman Empire
Lan van den Bergh,Zutphen County,Kingdom of the Netherlands
Hese-Wanfried,Hesse,Germany
Isenburg-Bügingen,Hesse,Germany
County of avensberg,North Rhine-Westphalia,Germany
ürstenberg-Messkirch,Baden-Württemberg,Germany
Walburg-Scheer,Baden-Württemberg,Germany
Countyof Toggenburg,Canton of St. Gallen,Switzerland
Stadioo-Thannhausen,Holy Roman Empire,Germany
Isenburg-Bdingen-Birstein,Hesse,Germany
Bentheim-Tecklenburg.Rheda,North Rhine-Westphalia,Germany
Fürstenberg-Wolfch,Baden-Württemberg,Germany
Fürstenbeg-Stühlingen,Baden-Württemberg,Germany
Fürstenberg-Geisjngen,Baden-Württemberg,Germany
Fürstenberg-Fürtenberg,Baden-Württemberg,Germany
